Origin 3-Digit   Destination 3-Digit   Changed From   Changed To   
495              968                   8              A            
495              995                   8              A            
495              996                   8              A            
495              997                   8              A            
495              998                   8              A            
495              999                   8              A            
496              006                   8              A            
496              007                   8              A            
496              008                   8              A            
496              009                   8              A            
496              967                   8              A            
496              968                   8              A            
496              995                   8              A            
496              996                   8              A            
496              997                   8              A            
496              998                   8              A            
496              999                   8              A            
497              006                   8              A            
497              007                   8              A            
497              008                   8              A            
497              009                   8              A            
497              967                   8              A            
497              968                   8              A            
497              995                   8              A            
497              996                   8              A            
497              997                   8              A            
497              998                   8              A            
497              999                   8              A            
498              006                   8              A            
498              007                   8              A            
498              008                   8              A            
498              009                   8              A            
498              967                   8              A            
498              968                   8              A            
498              995                   8              A            
498              996                   8              A            
498              997                   8              A            
498              998                   8              A            
498              999                   8              A            
499              006                   8              A            
499              007                   8              A            
499              008                   8              A            
499              009                   8              A            
499              967                   8              A            
499              968                   8              A            
499              995                   8              A            
499              996                   8              A            
499              997                   8              A            
499              998                   8              A            
499              999                   8              A            
500              006                   8              A            
500              007                   8              A            
500              008                   8              A            
500              009                   8              A            
500              967                   8              A            
500              968                   8              A            
500              995                   8              A            
500              996                   8              A            
500              997                   8              A            
500              998                   8              A            
500              999                   8              A            
501              006                   8              A            
501              007                   8              A            
501              008                   8              A            
501              009                   8              A            
501              967                   8              A            
501              968                   8              A            
501              995                   8              A            
501              996                   8              A            
501              997                   8              A            
501              998                   8              A            
501              999                   8              A            
502              006                   8              A            
502              007                   8              A            
502              008                   8              A            
502              009                   8              A            
502              967                   8              A            
502              968                   8              A            
502              995                   8              A            
502              996                   8              A            
502              997                   8              A            
502              998                   8              A            
502              999                   8              A            
503              006                   8              A            
503              007                   8              A            
503              008                   8              A            
503              009                   8              A            
503              967                   8              A            
503              968                   8              A            
503              995                   8              A            
503              996                   8              A            
503              997                   8              A            
503              998                   8              A            
503              999                   8              A            
504              006                   8              A            
504              007                   8              A            
504              008                   8              A            
504              009                   8              A            
504              967                   8              A            
504              968                   8              A            
504              995                   8              A            
504              996                   8              A            
504              997                   8              A            
504              998                   8              A            
504              999                   8              A            
505              006                   8              A            
505              007                   8              A            
505              008                   8              A            
505              009                   8              A            
505              967                   8              A            
505              968                   8              A            
505              995                   8              A            
505              996                   8              A            
505              997                   8              A            
505              998                   8              A            
505              999                   8              A            
506              006                   8              A            
506              007                   8              A            
506              008                   8              A            
506              009                   8              A            
506              967                   8              A            
506              968                   8              A            
506              995                   8              A            
506              996                   8              A            
506              997                   8              A            
506              998                   8              A            
506              999                   8              A            
507              006                   8              A            
507              007                   8              A            
507              008                   8              A            
507              009                   8              A            
507              967                   8              A            
507              968                   8              A            
507              995                   8              A            
507              996                   8              A            
507              997                   8              A            
507              998                   8              A            
507              999                   8              A            
508              006                   8              A            
508              007                   8              A            
508              008                   8              A            
508              009                   8              A            
508              967                   8              A            
508              968                   8              A            
508              995                   8              A            
508              996                   8              A            
508              997                   8              A            
508              998                   8              A            
508              999                   8              A            
509              006                   8              A            
509              007                   8              A            
509              008                   8              A            
509              009                   8              A            
509              967                   8              A            
509              968                   8              A            
509              995                   8              A            
509              996                   8              A            
509              997                   8              A            
509              998                   8              A            
509              999                   8              A            
510              006                   8              A            
510              007                   8              A            
510              008                   8              A            
510              009                   8              A            
510              967                   8              A            
510              968                   8              A            
510              995                   8              A            
510              996                   8              A            
510              997                   8              A            
510              998                   8              A            
510              999                   8              A            
511              006                   8              A            
511              007                   8              A            
511              008                   8              A            
511              009                   8              A            
511              967                   8              A            
511              968                   8              A            
511              995                   8              A            
511              996                   8              A            
511              997                   8              A            
511              998                   8              A            
511              999                   7              A            
512              006                   8              A            
512              007                   8              A            
512              008                   8              A            
512              009                   8              A            
512              967                   8              A            
512              968                   8              A            
512              995                   8              A            
512              996                   8              A            
512              997                   8              A            
512              998                   8              A            
512              999                   7              A            
513              006                   8              A            
513              007                   8              A            
513              008                   8              A            
513              009                   8              A            
513              967                   8              A            
513              968                   8              A            
513              995                   8              A            
513              996                   8              A            
513              997                   8              A            
513              998                   8              A            
513              999                   8              A            
514              006                   8              A            
514              007                   8              A            
514              008                   8              A            
514              009                   8              A            
514              967                   8              A            
514              968                   8              A            
514              995                   8              A            
514              996                   8              A            
514              997                   8              A            
514              998                   8              A            
514              999                   8              A            
515              006                   8              A            
515              007                   8              A            
515              008                   8              A            
515              009                   8              A            
515              967                   8              A            
515              968                   8              A            
515              995                   8              A            
515              996                   8              A            
515              997                   8              A            
515              998                   8              A            
515              999                   8              A            
516              006                   8              A            
516              007                   8              A            
516              008                   8              A            
516              009                   8              A            
516              967                   8              A            
516              968                   8              A            
516              995                   8              A            
516              996                   8              A            
516              997                   8              A            
516              998                   8              A            
516              999                   8              A            
520              006                   8              A            
520              007                   8              A            
520              008                   8              A            
520              009                   8              A            
520              967                   8              A            
520              968                   8              A            
520              995                   8              A            
520              996                   8              A            
520              997                   8              A            
520              998                   8              A            
520              999                   8              A            
521              006                   8              A            
521              007                   8              A            
521              008                   8              A            
521              009                   8              A            
521              967                   8              A            
521              968                   8              A            
521              995                   8              A            
521              996                   8              A            
521              997                   8              A            
521              998                   8              A            
521              999                   8              A            
522              006                   8              A            
522              007                   8              A            
522              008                   8              A            
522              009                   8              A            
522              967                   8              A            
522              968                   8              A            
522              995                   8              A            
522              996                   8              A            
522              997                   8              A            
522              998                   8              A            
522              999                   8              A            
523              006                   8              A            
523              007                   8              A            
523              008                   8              A            
523              009                   8              A            
523              967                   8              A            
523              968                   8              A            
523              995                   8              A            
523              996                   8              A            
523              997                   8              A            
523              998                   8              A            
523              999                   8              A            
524              006                   8              A            
524              007                   8              A            
524              008                   8              A            
524              009                   8              A            
524              967                   8              A            
524              968                   8              A            
524              995                   8              A            
524              996                   8              A            
524              997                   8              A            
524              998                   8              A            
524              999                   8              A            
525              006                   8              A            
525              007                   8              A            
525              008                   8              A            
525              009                   8              A            
525              967                   8              A            
525              968                   8              A            
525              995                   8              A            
525              996                   8              A            
525              997                   8              A            
525              998                   8              A            
525              999                   8              A            
526              006                   8              A            
526              007                   8              A            
526              008                   8              A            
526              009                   8              A            
526              967                   8              A            
526              968                   8              A            
526              995                   8              A            
526              996                   8              A            
526              997                   8              A            
526              998                   8              A            
526              999                   8              A            
527              006                   8              A            
527              007                   8              A            
527              008                   8              A            
527              009                   8              A            
527              967                   8              A            
527              968                   8              A            
527              995                   8              A            
527              996                   8              A            
527              997                   8              A            
527              998                   8              A            
527              999                   8              A            
528              006                   8              A            
528              007                   8              A            
528              008                   8              A            
528              009                   8              A            
528              967                   8              A            
528              968                   8              A            
528              995                   8              A            
528              996                   8              A            
528              997                   8              A            
528              998                   8              A            
528              999                   8              A            
530              006                   8              A            
530              007                   8              A            
530              008                   8              A            
530              009                   8              A            
530              967                   8              A            
530              968                   8              A            
530              995                   8              A            
530              996                   8              A            
530              997                   8              A            
530              998                   8              A            
530              999                   8              A            
531              006                   8              A            
531              007                   8              A            
531              008                   8              A            
531              009                   8              A            
531              967                   8              A            
531              968                   8              A            
531              995                   8              A            
531              996                   8              A            
531              997                   8              A            
531              998                   8              A            
531              999                   8              A            
532              006                   8              A            
532              007                   8              A            
532              008                   8              A            
532              009                   8              A            
532              967                   8              A            
532              968                   8              A            
532              995                   8              A            
532              996                   8              A            
532              997                   8              A            
532              998                   8              A            
532              999                   8              A            
534              006                   8              A            
534              007                   8              A            
534              008                   8              A            
534              009                   8              A            
534              967                   8              A            
534              968                   8              A            
534              995                   8              A            
534              996                   8              A            
534              997                   8              A            
534              998                   8              A            
534              999                   8              A            
535              006                   8              A            
535              007                   8              A            
535              008                   8              A            
535              009                   8              A            
535              967                   8              A            
535              968                   8              A            
535              995                   8              A            
535              996                   8              A            
535              997                   8              A            
535              998                   8              A            
535              999                   8              A            
537              006                   8              A            
537              007                   8              A            
537              008                   8              A            
537              009                   8              A            
537              967                   8              A            
537              968                   8              A            
537              995                   8              A            
537              996                   8              A            
537              997                   8              A            
537              998                   8              A            
537              999                   8              A            
538              006                   8              A            
538              007                   8              A            
538              008                   8              A            
538              009                   8              A            
538              967                   8              A            
538              968                   8              A            
538              995                   8              A            
538              996                   8              A            
538              997                   8              A            
538              998                   8              A            
538              999                   8              A            
539              006                   8              A            
539              007                   8              A            
539              008                   8              A            
539              009                   8              A            
539              967                   8              A            
539              968                   8              A            
539              995                   8              A            
539              996                   8              A            
539              997                   8              A            
539              998                   8              A            
539              999                   8              A            
540              006                   8              A            
540              007                   8              A            
540              008                   8              A            
540              009                   8              A            
540              967                   8              A            
540              968                   8              A            
540              995                   8              A            
540              996                   8              A            
540              997                   8              A            
540              998                   8              A            
540              999                   8              A            
541              006                   8              A            
541              007                   8              A            
541              008                   8              A            
541              009                   8              A            
541              967                   8              A            
541              968                   8              A            
541              995                   8              A            
541              996                   8              A            
541              997                   8              A            
541              998                   8              A            
541              999                   8              A            
542              006                   8              A            
542              007                   8              A            
542              008                   8              A            
542              009                   8              A            
542              967                   8              A            
542              968                   8              A            
542              995                   8              A            
542              996                   8              A            
542              997                   8              A            
542              998                   8              A            
542              999                   8              A            
543              006                   8              A            
543              007                   8              A            
543              008                   8              A            
543              009                   8              A            
543              967                   8              A            
543              968                   8              A            
543              995                   8              A            
543              996                   8              A            
543              997                   8              A            
543              998                   8              A            
543              999                   8              A            
544              006                   8              A            
544              007                   8              A            
544              008                   8              A            
544              009                   8              A            
544              967                   8              A            
544              968                   8              A            
544              995                   8              A            
544              996                   8              A            
544              997                   8              A            
544              998                   8              A            
544              999                   8              A            
545              006                   8              A            
545              007                   8              A            
545              008                   8              A            
545              009                   8              A            
545              967                   8              A            
545              968                   8              A            
545              995                   8              A            
545              996                   8              A            
545              997                   8              A            
545              998                   8              A            
545              999                   8              A            
546              006                   8              A            
546              007                   8              A            
546              008                   8              A            
546              009                   8              A            
546              967                   8              A            
546              968                   8              A            
546              995                   8              A            
546              996                   8              A            
546              997                   8              A            
546              998                   8              A            
546              999                   8              A            
547              006                   8              A            
547              007                   8              A            
547              008                   8              A            
547              009                   8              A            
547              967                   8              A            
547              968                   8              A            
547              995                   8              A            
547              996                   8              A            
547              997                   8              A            
547              998                   8              A            
547              999                   8              A            
548              006                   8              A            
548              007                   8              A            
548              008                   8              A            
548              009                   8              A            
548              967                   8              A            
548              968                   8              A            
548              995                   8              A            
548              996                   8              A            
548              997                   8              A            
548              998                   8              A            
548              999                   8              A            
549              006                   8              A            
549              007                   8              A            
549              008                   8              A            
549              009                   8              A            
549              967                   8              A            
549              968                   8              A            
549              995                   8              A            
549              996                   8              A            
549              997                   8              A            
549              998                   8              A            
549              999                   8              A            
550              006                   8              A            
550              007                   8              A            
550              008                   8              A            
550              009                   8              A            
550              967                   8              A            
550              968                   8              A            
550              995                   8              A            
550              996                   8              A            
550              997                   8              A            
550              998                   8              A            
550              999                   8              A            
551              006                   8              A            
551              007                   8              A            
551              008                   8              A            
551              009                   8              A            
551              967                   8              A            
551              968                   8              A            
551              995                   8              A            
551              996                   8              A            
551              997                   8              A            
551              998                   8              A            
551              999                   8              A            
553              006                   8              A            
553              007                   8              A            
553              008                   8              A            
553              009                   8              A            
553              967                   8              A            
553              968                   8              A            
553              995                   8              A            
553              996                   8              A            
553              997                   8              A            
553              998                   8              A            
553              999                   7              A            
554              006                   8              A            
554              007                   8              A            
554              008                   8              A            
554              009                   8              A            
554              967                   8              A            
554              968                   8              A            
554              995                   8              A            
554              996                   8              A            
554              997                   8              A            
554              998                   8              A            
554              999                   8              A            
555              006                   8              A            
555              007                   8              A            
555              008                   8              A            
555              009                   8              A            
555              967                   8              A            
555              968                   8              A            
555              995                   8              A            
555              996                   8              A            
555              997                   8              A            
555              998                   8              A            
555              999                   8              A            
556              006                   8              A            
556              007                   8              A            
556              008                   8              A            
556              009                   8              A            
556              967                   8              A            
556              968                   8              A            
556              995                   8              A            
556              996                   8              A            
556              997                   8              A            
556              998                   8              A            
556              999                   7              A            
557              006                   8              A            
557              007                   8              A            
557              008                   8              A            
557              009                   8              A            
557              967                   8              A            
557              968                   8              A            
557              995                   8              A            
557              996                   8              A            
557              997                   8              A            
557              998                   8              A            
557              999                   7              A            
558              006                   8              A            
558              007                   8              A            
558              008                   8              A            
558              009                   8              A            
558              967                   8              A            
558              968                   8              A            
558              995                   8              A            
558              996                   8              A            
558              997                   8              A            
558              998                   8              A            
558              999                   7              A            
559              006                   8              A            
559              007                   8              A            
559              008                   8              A            
559              009                   8              A            
559              967                   8              A            
559              968                   8              A            
559              995                   8              A            
559              996                   8              A            
559              997                   8              A            
559              998                   8              A            
559              999                   8              A            
560              006                   8              A            
560              007                   8              A            
560              008                   8              A            
560              009                   8              A            
560              967                   8              A            
560              968                   8              A            
560              995                   8              A            
560              996                   8              A            
560              997                   8              A            
560              998                   8              A            
560              999                   8              A            
561              006                   8              A            
561              007                   8              A            
561              008                   8              A            
561              009                   8              A            
561              967                   8              A            
561              968                   8              A            
561              995                   8              A            
561              996                   8              A            
561              997                   8              A            
